,name,ingredients,steps,url
44,薑味炒肉片(露營OK),"['火鍋肉片:200g', '菇類:100g或隨意', '薑末:1片份', '糖:1/3大匙', '醬油:1大匙', '酒:1大匙']","['1:將薑汁組調好、菇菇切好，豚肉展開 (也可拍片栗粉增加柔軟)', '2:鍋中放一點點油，大火加熱，放入菇快炒，取出', '3:轉中火，豬肉一片一片放入，一面煎上色翻面，蓋鍋轉小火煮3分鐘', '4:放入菇，道入薑汁組煮稠即完成', '5:一盤超快速的薑味炒肉片上桌!']",https://icook.tw//recipes/268781
45,蛋花麵線湯 (露營OK),"['烏龍麵或麵線:2把', '雞蛋:2顆', '高湯+水:1000ml左右', '米霖:1大匙', '醬油:1小匙', '酒:1小匙']","['1:煮一鍋水將烏龍麵或麵線煮軟(約3分鐘)', '2:湯鍋放入湯頭組，開中大火煮沸，加鹽調整鹹淡，轉中火', '3:以畫圈圈的方式放入散蛋，稍微成型即熄火', '4:將麵放在碗中，舀入湯即可', '5:可依喜歡加蔥、七味粉、柚子胡椒等更加美味!']",https://icook.tw//recipes/268236
46,檸檬照燒雞翅 (露營OK),"['雞翅 (各切成三段):3~6支', '香油:1大匙', '酒:1大匙', '米霖:1大匙', '醬油:１大匙', '水:2大匙', '糖:1/3小匙', '檸檬汁:0.5~1大匙']","['1:鍋中加入香油，開中火，排入鶏翅，空灑鹽粗黒胡椒', '2:上色後翻面，倒入醬汁組，蓋鍋轉中小火悶煎5~10分鐘 *中途翻面讓醬汁上色', '3:雞肉熟了即可盛盤，灑上白芝麻即完成!', '4:老闆，來一杯啤酒吧!']",https://icook.tw//recipes/268235
47,薑汁煮魚 (露營OK),"['台灣鯛魚片(切塊):1片', '薑絲:2片', '米霖:4大匙', '酒:1大匙', '醬油:2大匙', '糖:0.5小匙', '水或高湯:100~150ml']","['1:將所有材料放入淺鍋，開中火煮約6~9分鐘至魚肉熟即可。(途中可翻一次面)', '2:十分鐘開動！']",https://icook.tw//recipes/268135
48,酸甜肉末炒豆芽 (露營OK),"['香油:1大匙', '豬絞肉:100~150g', '蔥(切段):1支', '豆芽菜:150~180g', '泰式酸甜醬:2大匙', '(素)蠔油:1.5小匙', '酒:1大匙', '高湯或水:1大匙', '片栗粉、太白粉或蓮藕粉:1/2大匙', '高湯或水:1大匙']","['1:先調好 醬汁組', '2:鍋加香油加熱，放入豚絞肉炒至變白，放入蔥段和醬汁組 拌炒均勻', '3:放入豆芽菜，蓋鍋轉小火悶煮3分鐘', '4:倒入勾芡組 ，煮滾至稠即完成', '5:可灑上蔥末增加風味喔! 開動了～']",https://icook.tw//recipes/267893
49,柴魚塩昆布飯糰(露營ok),"['白飯:2滿碗', '柴魚5g:5g', '塩昆布:5g', '香油:2小匙', '醬油:1小匙']","['1:調理盆中放入温飯，加入所有調味料充分拌勻，握型即可。', '2:就算是不配任何佐菜也可以單獨自己吃下去喔!']",https://icook.tw//recipes/267892
50,和風野菜湯 (露營OK),"['高湯+水:500ml', '高麗菜或大白菜:100g', '蘿蔔 (切小塊):100g', '番茄:1/2個', '野菜(菇、蘆筍等):隨意']","['1:鍋中倒入高湯+水 500ml、蘿蔔塊、番茄，大火煮滾後蓋鍋轉中小火煮5分鐘', '2:加入白菜，蓋鍋再煮5分鐘', '3:最後放入菇類、綠色蔬菜等不需久煮的野菜，煮滾1~2分鐘即可熄火。加鹽或鹽麴、胡椒調味即可']",https://icook.tw//recipes/266285
51,燒肉御飯糰 (露營OK),"['白飯:2滿碗量', '燒海苔:2大片', '香油:1小匙', '姜 (切絲):1片', '火鍋肉片:50g', '米霖:1小匙', '醤油:1小匙', '糖:1/2小匙']","['1:白飯先盛在大碗中攪散放涼、肉以醃料抓捏均勻，靜置5分鐘', '2:平鍋中放入香油，開中火。放入肉片和生姜，用料裡箸邊炒肉片邊分散成小塊，炒至肉變色即關火', '3:雙手沾水，沾一點點塩，放一些飯放在手心壓平，夾一點肉片放在中央，再放一些飯蓋住，開始握捏成飯糰樣，圈上海苔，上面可再放一些肉裝飾，即完成', '4:請享用內外都有料的燒肉飯糰 !']",https://icook.tw//recipes/266295
52,苦瓜鑲肉 (露營OK),"['苦瓜(中型):1條 /300g', '高湯或水:50g', '絞肉:100g', '洋蔥(切丁):1/5顆', '麵包粉或低筋麵粉:1大匙', '鮮奶或豆漿:1小匙', '片栗粉或蓮藕粉:1小匙', '醬油:1小匙', '鹽、白胡椒:少許', '糖:1/2小匙', '酒:1小匙', '醬油:1大匙', '米霖:1大匙', '片栗粉或蓮藕粉:1小匙', '水:80g']","['1:將 肉餡 放入調理盆中抓勻至有黏性', '2:苦瓜切四大塊 (每段約4公分厚)，中間用湯匙將籽和白肉挖掉', '3:每塊填入絞肉壓平，再切成2塊 (共變成8塊)', '4:鍋中加一點油，開中火，放入苦瓜煎至變色恰恰，翻面轉小火', '5:加入高湯，蓋鍋悶煮5分鐘 至汁收乾，盛起', '6:同鍋放入 醬汁 煮滾熄火。淋在苦瓜鑲肉上即完成嚕!']",https://icook.tw//recipes/266155
53,茄汁小肉丸 (露營OK),"['豬絞肉:300g', '洋蔥(切丁):1/4個', '蛋 (中小型):1顆', '麵包粉或低筋麵粉:1大匙', '片栗粉或蓮藕粉:1/2大匙', '鹽、黑胡椒:一點點', '高湯:1杯', '水:1/2杯', '番茄醬:3大匙', '糖:1/2大匙', '醬油:1/2大匙']","['1:調理盆中放入所有食材，攪拌均勻，抓捏至有黏性', '2:將肉醬捏成約15~20個小丸子，每個丸子在雙手間交互丟甩幾下', '3:鍋中放入高湯組，煮滾，放入小丸子們，蓋鍋轉小火煮約3~5分鐘', '4:開鍋轉中火，煮約3~5分鐘至水收稍微少一點', '5:到入調好的醬汁組，煮滾後熄火，拿起鍋子搖動幾下，讓丸子都沾到醬汁即可', '6:請享用 類Ikea"" 之~和風小肉丸 ^^']""",https://icook.tw//recipes/265669
54,肉片拌烏龍麵 (露營OK),"['冷凍烏龍麵:2份', '五花肉或梅花肉片:8~10片', '蘿蔔(磨泥):2~4公分', '高湯:2杯', '日式濃縮醬油:4大匙', '醋:1大匙', '香油:1/2 大匙']","['1:小鍋加高湯煮滾後轉小火，放入肉片和調味醬汁，肉片變白後熄火，靜置至少5分鐘。', '2:一鍋煮熱水，放入烏龍麵煮軟', '3:將麵放入碗盤中，夾入肉片，放上蘿蔔泥，鋪上小黃瓜或青蔥等 (也可加碼溏心蛋)，淋入一點汁即完成。', '4:請享用好吃的肉片烏龍麵!']",https://icook.tw//recipes/265553
55,青椒雜穀飯鑲肉 (露營OK),"['青椒(大型):1個', '麵包粉或中筋麵粉:2大匙', '鮮奶:2大匙', '絞肉:100~120g', '洋蔥(切丁):1/4個', '五穀飯或糙米飯:100~120g', '鹽:1/4小匙', '黑胡椒:少許', '咖哩粉:1/2小匙', '蕃茄醬:1大匙', '黑醋:1/4小匙', '醬油:1/2小匙']","['1:青椒直直切一半，種籽取出。調理盆中放入餡料組抓勻', '2:將餡料填滿青椒 (壓平填實，稍微滿出來沒關係)', '3:鍋中加一點油，青椒有餡料的那面向下放入，開中火煎至肉變白有點褐色，翻面', '4:轉小火，加水大1匙，蓋鍋悶蒸5分鐘', '5:將 醬汁 組調勻，從旁邊倒入煮滾，青椒再次翻面，讓餡料部分沾滿醬汁，在翻面即可熄火', '6:請享用藏著雜穀飯的青椒鑲肉 ^^']",https://icook.tw//recipes/264541
56,茄子肉末咖哩(露營OK),"['洋蔥(切丁):1/4個', '絞肉:200g', '茄子(切段):2條', '咖裡塊(切丁):50~70g', '番茄醬、:1大匙', '黑醋:大1/3', '醬油:1/2大匙', '味噌:1小匙', '蒜末:一瓣', '薑末:一片']","['1:鍋中加油開中火、放入洋蔥丁炒至透明', '2:加入絞肉、茄子，炒至肉變白', '3:加250cc水、調味組攪拌均勻，蓋鍋轉中小火，煮10分鐘，至茄子軟即完成', '4:可以蓋飯，也可以獨當一面成主菜，都很下飯喔!']",https://icook.tw//recipes/264398
57,日式味噌豚汁（露營ＯＫ）,"['豬肉梅花肉片:200g', '香油:1大匙', '高湯或水:800ml', '味噌:5大匙', '醬油:1小匙', '米霖:1大匙', '洋蔥（切絲）:1/2顆', '馬鈴薯（切塊）:1顆', '紅蘿蔔（切塊）:1/2根', '鮮香菇(切條)或柳松菇:6~8朵或半包', '板豆腐（切小塊）:1/2~1塊', '蔥（切段）:1/2根']","['1:湯鍋中倒入香油，放入肉片、洋蔥，炒至洋蔥透明肉片變白，加入食材Ａ同炒', '2:加入高湯或水800ml、味噌3大匙煮滾後蓋鍋轉中小火，煮十分鐘', '3:放入食材Ｂ ，蓋鍋煮十分鐘', '4:加入味噌2大匙、醬油、米霖，煮滾即熄火', '5:將豚汁舀入碗中，撒一點蔥末，就好吃得不得了', '6:請享用，美味和風家庭料理！']",https://icook.tw//recipes/264026
58,豚丼 (露營OK),"['豬五花或梅花肉片:200g', '洋蔥(切絲):1/2個', '醬油:2大匙', '米霖:2大匙', '糖:0.5~1小匙', '水:150g']","['1:鍋中倒入一點油開中火，放入洋蔥、肉片，煎至洋蔥透明，肉變色', '2:加入醬汁煮滾，蓋鍋轉小火煮3分鐘，即開蓋完成嚕', '3:蓋在溫暖的白飯上，就是一碗道道地地的豚丼!', '4:請享用!']",https://icook.tw//recipes/263630
59,【快速】蛤蜊燉飯(露營OK) *,"['白飯:1.5~2碗', '蛤蜊(吐沙洗淨):16個', '白酒:2大匙', '起司粉:1大匙', '雞高湯或水:300ml', '培根(切小段):2條', '洋蔥(切絲):1/4個', '蒜頭(切片):2瓣', '小番茄(切半):6個']","['1:湯鍋加入白酒和蛤蜊，蓋鍋開中大火，蛤蜊煮開後(約3~5分鐘)和汁一起倒入調理盆中', '2:原鍋加一點橄欖油，先放入培根出油，放入其他炒料，炒至洋蔥軟', '3:倒入煮蛤蜊的白酒汁、高湯、白飯煮至沸騰煮，轉小火蓋鍋，煮至收乾(約5~7分鐘)', '4:加入起司、黑胡椒、鹽調整鹹淡，放入蛤蜊全體混合，即可熄火', '5:盛盤後灑上任意喜歡的香料即完成!']",https://icook.tw//recipes/263470
60,酒蒸蛤蜊麵線(露營OK),"['高湯:600ml', '香油:1小匙', '小松菜或青江菜 (可略):2把', '蒜頭 (切片):4瓣', '酒:1大匙', '蛤蜊:約20個', '鴻禧菇 (可略):1/2包', '醬油:1小匙', '青蔥(切末或絲):2支', '有鹽奶油:7g']","['1:蛤蜊以一小匙鹽+水泡至少30分鐘吐沙 (亦可放冰箱過一夜)', '2:煮一鍋熱水，放入麵線煮軟(約2~3分鐘)，沖一下開水防止黏成一團', '3:鍋中加入香油，炒軟青江菜後夾出(若不加青菜此步驟可省) ，放入蒜片炒香', '4:放入高湯、蛤蜊、米酒、鴻喜菇(可省) 煮滾，轉中火蓋上鍋蓋悶煮約3分鐘至蛤蜊開殼', '5:加入醬油、奶油、蔥花煮一下熄火', '6:碗中放入麵線、蛤蜊等料、舀入湯 (亦可趁熱上桌自行加入奶油)，放上蔥花裝飾，完成!', '7:請享用連湯都可以盡情喝完的酒蒸蛤蜊麵線湯~']",https://icook.tw//recipes/263303
61,鍋煎法式鹹蛋糕(露營OK),"['洋蔥(切丁):30g', '青椒、黃椒、玉米粒等(切丁):各30g', '小熱狗(切丁):30g', '綠葉蔬菜(切細):3~4葉', '乳酪絲或起司:10g', '融化的奶油:15g', '鬆餅粉:100g', '鮮奶:50g', '蛋:1顆']","['1:鍋中放一點油、先放小熱狗丁炒至邊緣有點褐色', '2:加入洋蔥丁、青椒、彩椒、玉米粒、撒鹽、黒胡椒調味，炒至洋蔥軟，最後再加綠葉菜炒一下，盛出', '3:大調理盆中放入麵糊組，攪拌均勻', '4:加入炒蔬菜、乳酪絲混合、最後加入奶油打勻', '5:鍋四周塗一點點油，倒入麵糊，開小火，蓋鍋煎約4分鐘，翻面蓋鍋再煎4分，即完成', '6:有著滿滿蔬菜的鹹蛋糕！', '7:在野外也能輕鬆上手的法式鹹蛋糕 ^ 請享用']",https://icook.tw//recipes/262786
62,豬肉時雨煮 (露營OK),"['梅花豬肉片:200g', '薑片 (切絲):3~4片', '水:150g', '糖:1/4大匙', '醬油:2大匙', '酒:1.5大匙', '米霖:1.5大匙']","['1:肉片加一大匙鮮奶抓捏至有黏性，靜置5分鐘', '2:鍋中放一點油，放入肉片，中火炒至肉變白', '3:加入醬汁組攪拌均勻，蓋鍋轉小火，煮8分鐘', '4:加入薑絲，再蓋鍋煮8分鐘。', '5:醬汁收得差不多就完成了!  請開動～']",https://icook.tw//recipes/261748
63,[和風] 培根野菜義大利麵（露營ＯＫ）,"['義大利麵:２人份', '蒜頭 (切片):2瓣', '四季豆(切三段):10隻', '蘑菇(切半):10+個', '培根(切段):3~5條', '彩椒(切條):1/2~1個', '美乃滋:0.5~1大匙', '鹽麴:1大匙']","['1:煮滾水，放一匙鹽，放入義大利麵煮至軟 (約12~15分鐘)', '2:平鍋加一點油，放入蒜瓣和1/2培根份量，待香味飄出後放入四季豆，炒一下加一匙水蓋鍋煮3分鐘', '3:開鍋蓋，放入培根、蘑菇、彩椒，撒鹽、黑胡椒調味，以中火炒至蘑菇軟。', '4:加入麵條，加美乃滋、鹽麴翻炒均勻(可加鹽、黑胡椒調整味道)', '5:盛盤後灑上七味粉即是一盤道道地地的夏野菜和風清炒義大利麵了!', '6:請享用！']",https://icook.tw//recipes/261637
64,照燒高麗菜雞肉（露營ＯＫ）,"['去骨雞腿肉一大隻:160~200g', '高麗菜:適量', '蒜頭（切片）:一辦', '醬油:2大', '砂糖:1/2~1/3大匙', '米霖或酒:1/2']","['1:鶏腿肉切比一口大塊一些程度、調好照燒醬汁', '2:鍋中放一點點加熱，放入雞肉、蒜片，煎至赤赤', '3:翻面同樣煎至赤赤，放入高麗菜炒1~2分鐘至軟，盛出', '4:鍋中不熄火，到入照燒醬汁煮滾後，放入雞肉高麗菜翻炒。盛盤即完成!']",https://icook.tw//recipes/261387
65,［懶人便當菜］醬燒金針菇肉捲,"['金針菇:1包200克', '牛里肌火鍋片:1盒216克', '醬油:少許', '白胡椒粉:少許', '鹽巴:少許', '黑胡椒粉:少許', '醬油水:50cc', '白芝麻:少許']","['1:金針菇去底部剝絲水洗；火鍋片洗淨放入碗中依序加醬油、白胡椒粉、鹽巴醃料。', '2:肉片鋪平後抓一定比例金針菇擺在中間再捲起就完成1份肉捲。捲捲捲把所有肉捲完備好料。', '3:平底鍋加油熱鍋後再把所有肉捲擺進鍋內中火煎肉，待金針菇開始出水再淋醬油水，最後翻面小火收汁後擺盤，再把鍋內醬汁倒入盤中再撒白芝麻就完成啦']",https://icook.tw//recipes/259691
66,鑄鐵鍋超簡單露營料理-新鮮現熬果醬鬆餅,"['新鮮蘋果:3顆', '新鮮楊梅:一大堆', '檸檬汁:一顆', '砂糖:隨意', '無鹽奶油:適量']","['1:先把蘋果切丁，順便放入一塊奶油融化', '2:此時讓孩子練習削檸檬皮屑下來，順便教孩子不要削到白色肉的部分（檸檬用玩我用萊姆但味道沒檸檬重）', '3:把砂糖倒入炒融化，然後因為露營嘛，所以糖量用現場有的亂加（很久前有澆過蘋果派，有正確的用法，請看古早的愛料理，哈哈）', '4:把蘋果放進去拌炒', '5:這邊可以讓孩子玩一下體驗料理的樂趣', '6:只是要小心孩子太high炒的有點過頭了，哈哈，還是很美味拉', '7:同步驟繼續煮楊梅果醬', '8:蠻快就化了喔，只要小心子就好了（在露營根本沒空把子過濾挑出來）', '9:然後把鬆餅煎好就可以上桌囉', '10:一口焦糖蘋果一口楊梅果醬:酸酸甜甜的很配鬆餅喔^^']",https://icook.tw//recipes/258977
67,鑄鐵鍋超簡單露營料理-煙燻鮭魚雞蛋沙拉,"['鹽味鮭魚:2片', '雞蛋:2顆', '生菜:數片', '牛蕃茄:一顆', '黑胡椒:少許', '鹽巴:少許', '美乃滋:適量']","['1:前一天煙燻好的鮭魚剝碎備用', '2:把雞蛋美乃滋煙燻鮭魚碎加上少許黑胡椒和鹽扮勻塗抹在土司上', '3:放上生菜和蕃茄。然後夾上土司切邊再對切就好囉', '4:煙燻香腸更快，直接一半，塞入淋上自製的肉醬的奶油餐包就好囉:（肉醬也是先做好冷凍帶到露營的，加熱就好了）', '5:這樣早餐料理非常快就完成囉！']",https://icook.tw//recipes/258974
68,鑄鐵鍋超簡單露營料理-麻油雞肉拌飯,"['新鮮雞腿肉:300G', '薑片:適量', '醬油:適量', '麻油:適量']","['1:米飯其實時是重點！！:先泡米30分鐘，再煮！:因為犯還要降溫一下拌飯比較好吃，所以我們其實是先等飯煮好厚在煮麻油雞', '2:先用麻油炒薑片', '3:等待滋滋做響時再加入適量醬油（我們吃的比較淡加比較少）', '4:接著把炒好的麻油雞腿肉拌入白飯裡就完全OK囉', '5:最後在鍋子上仔細拌炒麻油雞肉販就可以上桌囉...是不是無敵簡單^^']",https://icook.tw//recipes/258971
69,鑄鐵鍋超簡單露營料理-蒸奶油鮮蝦鮭魚,"['鮭魚:一片', '鮮蝦:幾隻', '芒果:半顆']","['1:我們沒有待特殊石頭，就把庭園的石頭洗乾淨帶著試試', '2:然後先鋪石頭再鋪馬鈴薯和地瓜，再鋪一些石頭', '3:再鋪上玉米筍', '4:最後一層，用料理紙把鮭魚和鮮蝦及一塊奶油，少許香料鹽包起來', '5:放在最上層，蓋上鍋蓋等蒸熟就好囉', '6:奶油鮮蝦鮭魚，點綴一點芒果配色', '7:蒸好的馬鈴薯和地瓜...等:只要灑上少許的香料鹽就蠻好吃的喔']",https://icook.tw//recipes/258970
70,鑄鐵鍋超簡單露營料理-煎烤牛肉溫沙拉,"['牛肉:一條', '各式生菜:適量', '玫瑰鹽:少許', '洋蔥和風醬（市售）:適量']","['1:平底鍋偷過環保的椰子碳燒熱後，先下大蒜後再下上好牛肉煎:鑄鐵鍋的溫度比較均勻，所以有點半煎烤的方式進行著', '2:再順便把洋蔥和蕃茄丟下去（不用熟，就是稍微過個油就可以起鍋）', '3:然後用平底鍋再稍微把牛肉的邊邊都用油再煎過一下後，稍微放涼就可以切片擺盤囉~', '4:牛肉上不管擠檸檬汁或是洋蔥沙拉醬蠻好吃的喔~堅毅先吃一片吃食物的原味再沾醬喔']",https://icook.tw//recipes/258968
71,【快速】紅醬肉丸義大利麵 (露營OK),"['蒜頭(切末):2瓣', '小蕃茄(切成4小塊):8顆', '水:100ml', 'Costco有機茄泥:2大匙', '紅酒:2大匙', '糖:1/2小匙', '絞肉:250g', '洋蔥(切丁):1/4顆', '鹽:1g', '味增:1/2小匙', '蛋(小型):1個', '鮮奶:1大匙', '低筋麵粉:4大匙']","['1:調理盆中放入肉丸組用手抓捏均勻至有黏性，捏成數個小肉丸(10~15個左右)，空灑薄薄低筋麵粉備用', '2:鍋加一點油，放入蒜末、小蕃茄丁以小火炒香，加100ml水蓋鍋煮3~5分鐘', '3:放入蕃茄泥、紅酒煮1～2分 (適量加水以免醬汁收乾)', '4:放入肉丸，蓋鍋煮約3分鐘至肉丸定型不會散開，以湯匙滾動肉丸，再蓋鍋再煮3分鐘', '5:加糖、鹽和黑胡椒少許，調整至喜歡的鹹淡，即完成', '6:盛盤後可灑上起司粉或香菜葉增加風味']",https://icook.tw//recipes/256614
73,脆皮煎雞排 (露營OK),"['去骨雞颴肉:300g', '片栗粉或太白粉:適量', '鹽:1g', '黑胡椒:少許', '蒜泥:2瓣', '薑泥:1/2小匙', '醬油、酒:各1大匙', '糖:1小匙', '香油:1小匙', '醬油:1大匙', '醋:1/3小匙', '香油:1大匙', '糖:1/2小匙', '白芝麻:隨意']","['1:去骨鶏腿以叉子刺洞，和醃料放入密封袋，搓揉均勻。密封至少15分(冰箱冷藏隔夜更好吃)', '2:鍋中倒入淺淺的油(<0.5公分)，搖鍋讓油均勻分佈，以中小火熱鍋', '3:雞肉兩面吸乾，兩面灑上片栗粉 (拍掉多餘的粉)，皮面向下放入鍋中', '4:火調稍微弱些，煎5分(不要移動或翻動雞肉)，翻面煎3~5分', '5:取出吸或瀝乾油，約3分鐘後再切塊 (湯汁比較不會流出) 即可上桌嚕!', '6:開動!', '7:附上油淋醬，就是好吃的和風油淋雞了! *油淋醬以小鍋煮滾或600W微波1分鐘']",https://icook.tw//recipes/255831
